iter	RMSE
242	13.09810391
243	13.09775142
244	13.09744067
245	13.09708721
246	13.0967155
247	13.09640692
248	13.09604574
249	13.09584621
250	13.09565654
251	13.09529476
252	13.09462268
253	13.09387319
254	13.09346398
255	13.09260536
256	13.09233216
257	13.09153151
258	13.09108373
259	13.09079191
260	13.08994683
261	13.08964314
262	13.08937628
263	13.08911891
264	13.08859611
265	13.08831987
266	13.08800852
267	13.08780634
268	13.08700467
269	13.08681618
270	13.0864697
271	13.08611182
272	13.08575546
273	13.08531446
274	13.08461113
275	13.08432123
276	13.08380096
277	13.0835209
278	13.08305299
279	13.08275897
280	13.08239985
281	13.08169916
282	13.08149104
283	13.08109747
284	13.08078325
285	13.08057926
286	13.08018665
287	13.07966164
288	13.07940346
289	13.07885285
290	13.07865762
291	13.07846757
292	13.07803782
293	13.07777091
294	13.07765185
295	13.07738274
296	13.07721621
297	13.07702781
298	13.0766667
299	13.07641532
300	13.07602316
301	13.07575603
302	13.07551019
303	13.07519254
304	13.07486912
305	13.07469937
306	13.0744961
307	13.07420928
308	13.07392857
309	13.07360919
310	13.07335916
311	13.07264433
312	13.07234703
313	13.07202279
314	13.0719375
315	13.07151267
316	13.07128154
317	13.07090126
318	13.07072748
319	13.07049497
320	13.06967102
321	13.06934793
322	13.06909813
323	13.06869401
324	13.06841406
325	13.06817742
326	13.06789252
327	13.06759753
328	13.06726357
329	13.06705336
330	13.06675565
331	13.06633134
332	13.06611455
333	13.06579866
334	13.0655383
335	13.06524237
336	13.06487159
337	13.06436486
338	13.06405449
339	13.06374062
340	13.0634794
341	13.06330625
342	13.06295486
343	13.06263014
344	13.06228262
345	13.06205156
346	13.06187658
347	13.06135317
348	13.06114898
349	13.06096051
350	13.06065456
351	13.06044912
352	13.06022989
353	13.0599713
354	13.05976601
355	13.05949565
356	13.05918502
357	13.0588748
358	13.05859396
359	13.05818892
360	13.05778343
361	13.05750906
362	13.05725496
363	13.05698989
364	13.0567988
365	13.05646255
366	13.05629433
367	13.0560008
368	13.05571006
369	13.05545801
370	13.05516165
371	13.05479109
372	13.0544926
373	13.05433543
374	13.05416088
375	13.05391294
376	13.05370994
377	13.05345961
378	13.05317732
379	13.0530683
380	13.05282912
381	13.05261055
382	13.05242349
383	13.05222884
384	13.05206366
385	13.05184702
386	13.05162534
387	13.05136275
388	13.05109863
389	13.05084703
390	13.05064058
391	13.0503781
392	13.04999424
393	13.04972427
394	13.04953464
395	13.04935832
396	13.04889167
397	13.04854678
398	13.04835862
399	13.04805781
400	13.04783507
401	13.04751801
402	13.04735042
403	13.04726794
404	13.04701311
405	13.04675878
406	13.04649181
407	13.04632889
408	13.04609471
409	13.0458172
410	13.04533956
411	13.04500983
412	13.0448003
413	13.04460487
414	13.04436199
415	13.04402365
416	13.04374673
417	13.04356105
418	13.04330379
419	13.04312325
420	13.04289079
421	13.04264362
422	13.04250051
423	13.04233423
424	13.04212465
425	13.0417959
426	13.04152827
427	13.04139506
428	13.04122882
429	13.04087548
430	13.04069017
431	13.04015997
432	13.03992237
433	13.03956837
434	13.03934288
435	13.03904711
436	13.03877018
437	13.03852298
438	13.03824244
439	13.0380346
440	13.03783238
441	13.037572
442	13.03745714
443	13.03717925
444	13.0370871
445	13.03676202
446	13.03652528
447	13.03645096
448	13.03626224
449	13.03611122
450	13.03575293
451	13.03560752
452	13.03547568
453	13.03497205
454	13.03472145
455	13.0346199
456	13.03439355
457	13.03418777
458	13.03396549
459	13.03349617
460	13.03322357
461	13.03308249
462	13.03289331
463	13.03245043
464	13.03228341
465	13.03203195
466	13.03182187
467	13.03151216
468	13.03122219
469	13.03076966
470	13.03018116
471	13.02985962
472	13.02962239
473	13.02923987
474	13.02881706
475	13.02868828
476	13.02843892
477	13.02826345
478	13.02816923
479	13.02782193
480	13.02749157
481	13.02723804
482	13.02693267
483	13.02664152
484	13.02635982
485	13.02605522
486	13.02592765
487	13.02573542
488	13.02554986
489	13.02543718
490	13.02536824
491	13.0251506
492	13.02494229
493	13.02481584
494	13.02441215
495	13.02407
496	13.02393634
497	13.02378697
498	13.02362422
499	13.02297406
500	13.0228098
501	13.02252592
502	13.02216491
503	13.02195093
504	13.02169481
505	13.02161316
506	13.02144248
507	13.02117044
508	13.0210441
509	13.02093691
510	13.02081373
511	13.02061784
512	13.02046091
513	13.02030245
514	13.01982582
515	13.01951569
516	13.01926642
517	13.01885742
518	13.01866502
519	13.01843557
520	13.01823459
521	13.01797713
522	13.01766718
523	13.01761003
524	13.01740385
525	13.01704344
526	13.01687098
527	13.01664638
528	13.01647051
529	13.01638778
530	13.01613038
531	13.01601575
532	13.01576695
533	13.01543792
534	13.01500504
535	13.01488792
536	13.01480178
537	13.01461356
538	13.01451679
539	13.0143654
540	13.0141411
541	13.01389305
542	13.01350662
543	13.01336779
544	13.01320558
545	13.01293796
546	13.01289741
547	13.0127461
548	13.01259544
549	13.01231701
550	13.01210364
551	13.01192768
552	13.01161355
553	13.01142004
554	13.01138549
555	13.01129104
556	13.01110373
557	13.01084293
558	13.01068694
559	13.01029963
560	13.01023035
561	13.01005562
562	13.00987824
563	13.00970343
564	13.00945246
565	13.0093244
566	13.00911777
567	13.00882389
568	13.00867601
569	13.00834075
570	13.00813403
571	13.00797873
572	13.00780873
573	13.00752725
574	13.00738303
575	13.00729264
576	13.007103
577	13.00698333
578	13.00687953
579	13.00674157
580	13.00657064
581	13.00618832
582	13.0058725
583	13.00551336
584	13.00536642
585	13.00506457
586	13.00498275
587	13.00480125
588	13.00459011
589	13.00432931
590	13.00408774
591	13.00398698
592	13.00387637
593	13.00354377
594	13.00332286
595	13.00317702
596	13.00281566
597	13.00275435
598	13.00252689
599	13.00236103
600	13.00216179
601	13.00192194
602	13.00164872
603	13.00143106
604	13.00108152
605	13.00088612
606	13.00066055
607	13.00050186
608	13.00043067
609	13.00024724
610	13.00005203
611	12.99984253
612	12.99964939
613	12.99948041
614	12.99923334
615	12.99913725
616	12.99894719
617	12.99882036
618	12.9986549
619	12.99853673
620	12.99828955
621	12.99803317
622	12.99781634
623	12.99769965
624	12.99758081
625	12.99743314
626	12.99725068
627	12.99703236
628	12.99676595
629	12.99660263
630	12.99643658
631	12.99624565
632	12.99623575
633	12.9960033
634	12.99577159
635	12.99560166
636	12.99556081
637	12.99534482
638	12.99510476
639	12.9949163
640	12.9946572
641	12.9944905
642	12.99402592
643	12.99383238
644	12.99363264
645	12.99337617
646	12.99315189
647	12.99287022
648	12.99276221
649	12.99273115
650	12.99251275
651	12.99243236
652	12.99226616
653	12.99192418
654	12.99169307
655	12.9914799
656	12.991285
657	12.99101533
658	12.99090612
659	12.99072832
660	12.99051839
661	12.990377
662	12.99006341
663	12.99001562
664	12.98983912
665	12.98950811
666	12.98911012
667	12.98889014
668	12.98869056
669	12.98850501
670	12.98831545
671	12.98816229
672	12.98787716
673	12.98760074
674	12.98741548
675	12.98724798
676	12.98716572
677	12.98686739
678	12.98673507
679	12.98655392
680	12.98624877
681	12.98611002
682	12.98591696
683	12.98575775
684	12.98558512
685	12.98539504
686	12.98505945
687	12.98496595
688	12.98477416
689	12.98456545
690	12.98432468
691	12.98411531
692	12.98394313
693	12.98374153
694	12.98354721
695	12.98346633
696	12.98330447
697	12.98294399
698	12.98274436
699	12.98255133
700	12.98215796
701	12.98201386
702	12.98189838
703	12.98170284
704	12.98154165
705	12.98128405
706	12.9811227
707	12.98100709
708	12.98093054
709	12.98067089
710	12.98058695
711	12.98042531
712	12.98025637
713	12.98002676
714	12.97986393
715	12.97973558
716	12.97949815
717	12.97941429
718	12.97924657
719	12.97907234
720	12.97897189
721	12.9787936
722	12.97868762
723	12.97850187
724	12.97841319
725	12.97824792
726	12.97801675
727	12.97780324
728	12.97774546
729	12.97741717
730	12.9771951
731	12.97711564
732	12.97686335
733	12.9766929
734	12.97650369
735	12.97626813
736	12.97602403
737	12.97578005
738	12.97567706
739	12.97552075
740	12.97511529
741	12.9750082
742	12.97490679
743	12.97470589
744	12.97460058
745	12.97444265
746	12.97435809
747	12.97415928
748	12.97408055
749	12.97384016
750	12.97371138
751	12.97354212
752	12.97342058
753	12.97326346
754	12.97305463
755	12.97283142
756	12.97276923
757	12.9726331
758	12.97236522
759	12.972215
760	12.97214304
761	12.97200098
762	12.97190309
763	12.97174883
764	12.97158735
765	12.97153226
766	12.97123241
767	12.97108813
768	12.97089705
769	12.970762
770	12.9705323
771	12.97029543
772	12.97023367
773	12.96995558
774	12.96970522
775	12.96952161
776	12.96944995
777	12.9692335
778	12.96914199
779	12.96898902
780	12.96889381
781	12.96871829
782	12.96865301
783	12.96850565
784	12.96843858
785	12.96824511
786	12.96805216
787	12.96790273
788	12.96768601
789	12.96745424
790	12.96731596
791	12.96706282
792	12.96684765
793	12.9667135
794	12.96658978
795	12.96644047
796	12.9662689
797	12.96606038
798	12.9659123
799	12.96578345
800	12.96556986
801	12.96542012
802	12.96533897
803	12.965146
804	12.96491233
805	12.96471795
806	12.96456899
807	12.96441392
808	12.96428982
809	12.96411397
810	12.96398417
811	12.96381354
812	12.96363148
813	12.96345482
814	12.96339552
815	12.96310547
816	12.96294281
817	12.96276275
818	12.96264189
819	12.96247681
820	12.96237196
821	12.96229728
822	12.96216586
823	12.96198625
824	12.96183267
825	12.96173096
826	12.96155771
827	12.96145406
828	12.96137044
829	12.9612091
830	12.96067704
831	12.96051785
832	12.96022153
833	12.96007453
834	12.95995234
835	12.95954516
836	12.95945343
837	12.95928615
838	12.95910999
839	12.95890721
840	12.95875912
841	12.95855473
842	12.9584528
843	12.95827666
844	12.9581097
845	12.95796448
846	12.95764114
847	12.95753317
848	12.9574
849	12.95727782
850	12.95704715
851	12.95694885
852	12.95679708
853	12.95664654
854	12.95642364
855	12.956261
856	12.95609064
857	12.95581003
858	12.9555237
859	12.95541274
860	12.95524932
861	12.95507565
862	12.95500842
863	12.95490552
864	12.95469727
865	12.95457008
866	12.9544789
867	12.95440925
868	12.95427063
869	12.95417055
870	12.95402611
871	12.95382703
872	12.95366272
873	12.95350938
874	12.95334925
875	12.95319395
876	12.95295342
877	12.95268106
878	12.95244894
879	12.95232062
880	12.95215886
881	12.95200118
882	12.95192052
883	12.95181432
884	12.95165961
885	12.95142482
886	12.95132392
887	12.95124009
888	12.9510418
889	12.95100824
890	12.95087118
891	12.95058517
892	12.95047769
893	12.95039009
894	12.95020866
895	12.95007304
896	12.94988452
897	12.94975435
898	12.94965886
899	12.94944477
900	12.94927414
901	12.94913856
902	12.94898784
903	12.94884031
904	12.94863944
905	12.94846941
906	12.94827927
907	12.94812893
908	12.94804427
909	12.94794893
910	12.94780028
911	12.94765699
912	12.94751036
913	12.9474127
914	12.94726398
915	12.94703269
916	12.94682763
917	12.94666886
918	12.9464713
919	12.94640754
920	12.94610741
921	12.94599151
922	12.94591864
923	12.94575702
924	12.94559237
925	12.94540149
926	12.9453349
927	12.94520547
928	12.94508825
929	12.94492136
930	12.94479308
931	12.94465012
932	12.94447803
933	12.94436833
934	12.94412111
935	12.94391365
936	12.94387671
937	12.94371562
938	12.9436084
939	12.9434027
940	12.943232
941	12.94321177
942	12.94295672
943	12.94285416
944	12.9427556
945	12.94256509
946	12.9424596
947	12.94231693
948	12.94218103
949	12.94212645
950	12.94199022
951	12.94184705
952	12.94177485
953	12.94164224
954	12.94152271
955	12.94144121
956	12.94130709
957	12.94121436
958	12.94096933
959	12.94081969
960	12.94067021
961	12.94059754
962	12.94056571
963	12.94040262
964	12.9402398
965	12.94010552
966	12.93984761
967	12.93974768
968	12.93963624
969	12.9395511
970	12.93934289
971	12.93907956
972	12.93874349
973	12.93861462
974	12.93848056
975	12.93835148
976	12.93819127
977	12.93804621
978	12.93791928
979	12.937719
980	12.93753617
981	12.93737799
982	12.93724527
983	12.93704884
984	12.9369609
985	12.93677286
986	12.93661353
987	12.93635908
988	12.93621421
989	12.93607111
990	12.93596558
991	12.93589948
992	12.93579488
993	12.9356419
994	12.93549373
995	12.93537782
996	12.93510698
997	12.93485679
998	12.93467514
999	12.93454431
